,date,latitude,longitude,species,total,habitat,year
368, 2006-08-11 ,76.0,15.8166666666667,common minkie whale,1,unknown,2006
369, 2006-08-14 ,79.0,10.0166666666667,common minkie whale,1,unknown,2006
370, 2006-08-14 ,79.0181,10.2275,common minkie whale,1,water,2006
371, 2006-08-22 ,74.0033,17.4119,common minkie whale,1,water,2006
372, 2006-08-22 ,74.0666666666667,14.8333333333333,common minkie whale,1,unknown,2006
373, 2006-08-22 ,74.0001,14.3161,common minkie whale,1,water,2006
374, 2006-08-22 ,74.0,14.5166666666667,common minkie whale,1,unknown,2006
375, 2006-08-22 ,74.1833333333333,15.7,common minkie whale,1,unknown,2006
376, 2006-08-22 ,74.0571,17.3232,common minkie whale,1,water,2006
377, 2006-08-23 ,74.2,7.96666666666667,common minkie whale,1,unknown,2006
378, 2006-08-23 ,74.1832,7.0649,common minkie whale,1,water,2006
379, 2006-08-23 ,74.1258,7.5863,common minkie whale,1,water,2006
380, 2006-08-23 ,74.3,7.1,common minkie whale,1,unknown,2006
381, 2006-08-24 ,74.2967,6.4432,common minkie whale,1,water,2006
382, 2006-08-24 ,74.2999,8.5484,common minkie whale,1,water,2006
383, 2006-08-24 ,74.2997,8.5473,common minkie whale,1,water,2006
384, 2006-08-24 ,78.3333333333333,10.9,common minkie whale,1,water,2006
385, 2006-08-26 ,75.0508,16.486,common minkie whale,1,water,2006
386, 2006-08-26 ,74.4596,17.5227,common minkie whale,1,water,2006
387, 2006-08-26 ,74.0752,26.5382,common minkie whale,1,water,2006
388, 2006-08-26 ,74.075,26.5263,common minkie whale,1,water,2006
389, 2006-08-26 ,75.0166666666667,16.8166666666667,common minkie whale,1,unknown,2006
390, 2006-08-26 ,74.9166666666667,16.8333333333333,common minkie whale,1,unknown,2006
391, 2006-08-26 ,75.0833333333333,16.8,common minkie whale,1,unknown,2006
392, 2006-08-27 ,75.3688,16.3338,common minkie whale,1,water,2006
393, 2006-08-27 ,75.3687,16.3344,common minkie whale,1,water,2006
394, 2006-08-27 ,75.353,16.4123,common minkie whale,1,water,2006
395, 2006-08-27 ,75.55,16.1,common minkie whale,1,unknown,2006
396, 2006-08-27 ,75.3683,16.3327,common minkie whale,1,water,2006
397, 2006-08-27 ,75.5333333333333,15.7,common minkie whale,1,unknown,2006
398, 2006-08-27 ,75.3684,16.3332,common minkie whale,1,water,2006
399, 2006-08-27 ,75.5166666666667,15.7833333333333,common minkie whale,1,unknown,2006
400, 2006-08-27 ,75.3685,16.3337,common minkie whale,1,water,2006
401, 2006-08-27 ,75.368,16.3305,common minkie whale,1,water,2006
402, 2006-08-27 ,75.3094,15.4838,common minkie whale,1,water,2006
403, 2006-08-27 ,75.3327,16.0648,common minkie whale,1,water,2006
404, 2006-08-27 ,75.323,15.4298,common minkie whale,1,water,2006
405, 2006-08-27 ,75.3683,16.3328,common minkie whale,1,water,2006
406, 2006-08-28 ,74.0748,19.1074,common minkie whale,1,water,2006
407, 2006-08-31 ,75.9,29.1166666666667,common minkie whale,1,unknown,2006
408, 2006-08-31 ,75.5436,29.0793,common minkie whale,1,water,2006
409, 2006-08-31 ,76.2889,32.413,common minkie whale,1,water,2006
410, 2006-09-01 ,75.3852,31.0897,common minkie whale,1,water,2006
411, 2006-09-01 ,75.6333333333333,31.1333333333333,common minkie whale,1,unknown,2006
412, 2006-09-04 ,77.6,14.3333333333333,common minkie whale,1,water,2006
413, 2006-09-07 ,77.4833333333333,1.68333333333333,common minkie whale,1,water,2006
414, 2006-09-15 ,75.3455,37.172,common minkie whale,1,water,2006
415, 2006-09-15 ,80.0833333333333,10.6666666666667,common minkie whale,1,unknown,2006
416, 2006-09-19 ,77.1875,28.0679,common minkie whale,1,water,2006
417, 2006-09-23 ,78.3028,32.4333,common minkie whale,1,water,2006
418, 2006-09-23 ,78.5,32.0333333333333,common minkie whale,1,unknown,2006
419, 2007-06-07 ,76.35,15.1666666666667,common minkie whale,1,unknown,2007
420, 2007-06-26 ,80.0,15.1666666666667,common minkie whale,1,water,2007
421, 2007-06-26 ,78.183,12.993,common minkie whale,1,water,2007
422, 2007-06-27 ,80.1,16.4666666666667,common minkie whale,1,water,2007
423, 2007-06-27 ,80.1,16.25,common minkie whale,1,water,2007
424, 2007-06-27 ,80.05,16.7333333333333,common minkie whale,1,water,2007
425, 2007-06-27 ,80.0833333333333,16.5833333333333,common minkie whale,1,water,2007
426, 2007-07-05 ,77.7565,10.4141666666667,common minkie whale,1,water,2007
427, 2007-07-05 ,78.8766666666667,11.1883333333333,common minkie whale,1,water,2007
428, 2007-07-05 ,79.8666666666667,17.7666666666667,common minkie whale,1,water,2007
429, 2007-07-11 ,79.9166666666667,11.8333333333333,common minkie whale,1,water,2007
430, 2007-07-14 ,76.79,15.06,common minkie whale,1,water,2007
431, 2007-07-14 ,76.1383333333333,15.58,common minkie whale,1,water,2007
432, 2007-07-16 ,74.45,13.0666666666667,common minkie whale,1,unknown,2007
433, 2007-07-16 ,74.45,13.0666666666667,common minkie whale,1,unknown,2007
434, 2007-07-17 ,73.3666666666667,29.55,common minkie whale,1,unknown,2007
435, 2007-07-20 ,78.914,11.057,common minkie whale,1,water,2007
436, 2007-07-22 ,77.0333333333333,14.7166666666667,common minkie whale,1,water,2007
437, 2007-07-22 ,78.967,11.895,common minkie whale,1,water,2007
438, 2007-07-22 ,79.6666666666667,13.8,common minkie whale,1,water,2007
439, 2007-07-23 ,71.8,15.9333333333333,common minkie whale,1,unknown,2007
440, 2007-07-23 ,71.5166666666667,16.7166666666667,common minkie whale,1,unknown,2007
441, 2007-07-23 ,71.5166666666667,16.7166666666667,common minkie whale,1,unknown,2007
442, 2007-07-23 ,79.499,19.437,common minkie whale,1,water,2007
443, 2007-07-28 ,76.0833333333333,26.9166666666667,common minkie whale,1,unknown,2007
444, 2007-07-28 ,76.05,27.05,common minkie whale,1,unknown,2007
445, 2007-07-30 ,79.0333333333333,11.35,common minkie whale,1,water,2007
446, 2007-07-31 ,76.4666666666667,14.8333333333333,common minkie whale,1,unknown,2007
447, 2007-08-01 ,78.99,11.5766666666667,common minkie whale,1,water,2007
448, 2007-08-07 ,77.1666666666667,13.7666666666667,common minkie whale,1,unknown,2007
449, 2007-08-10 ,79.866,14.009,common minkie whale,1,water,2007
450, 2007-08-11 ,74.1179,15.3739,common minkie whale,1,,2007
451, 2007-08-11 ,74.1109,15.2881,common minkie whale,1,,2007
452, 2007-08-11 ,74.1056,15.2107,common minkie whale,1,,2007
453, 2007-08-11 ,74.1123,15.3068,common minkie whale,1,,2007
454, 2007-08-12 ,74.2985,7.556,common minkie whale,1,,2007
455, 2007-08-12 ,74.2984,7.3954,common minkie whale,1,,2007
456, 2007-08-12 ,74.296,8.2167,common minkie whale,1,,2007
457, 2007-08-12 ,74.4833333333333,7.68333333333333,common minkie whale,1,unknown,2007
458, 2007-08-12 ,74.4833333333333,7.78333333333333,common minkie whale,1,unknown,2007
459, 2007-08-12 ,74.2984,7.343,common minkie whale,1,,2007
460, 2007-08-12 ,74.4833333333333,7.68333333333333,common minkie whale,1,unknown,2007
461, 2007-08-12 ,74.4333333333333,7.41666666666667,common minkie whale,1,unknown,2007
462, 2007-08-12 ,74.3016,7.0802,common minkie whale,1,,2007
463, 2007-08-12 ,74.2986,7.5846,common minkie whale,1,,2007
464, 2007-08-12 ,74.2603,7.2534,common minkie whale,1,,2007
465, 2007-08-12 ,74.2984,7.4393,common minkie whale,1,,2007
466, 2007-08-12 ,74.3007,7.1271,common minkie whale,1,,2007
467, 2007-08-12 ,74.4833333333333,7.7,common minkie whale,1,unknown,2007
468, 2007-08-12 ,74.0978,9.1807,common minkie whale,1,,2007
469, 2007-08-12 ,74.2992,7.2307,common minkie whale,1,,2007
470, 2007-08-12 ,74.3015,7.086,common minkie whale,1,,2007
471, 2007-08-12 ,74.2985,7.528,common minkie whale,1,,2007
472, 2007-08-12 ,74.4833333333333,8.31666666666667,common minkie whale,1,unknown,2007
473, 2007-08-12 ,74.5,7.1,common minkie whale,1,unknown,2007
474, 2007-08-12 ,74.4833333333333,7.76666666666667,common minkie whale,1,unknown,2007
475, 2007-08-12 ,74.4833333333333,7.88333333333333,common minkie whale,1,unknown,2007
476, 2007-08-12 ,74.4833333333333,7.38333333333333,common minkie whale,1,unknown,2007
477, 2007-08-12 ,74.5,7.16666666666667,common minkie whale,1,unknown,2007
478, 2007-08-12 ,74.2999,10.4314,common minkie whale,1,,2007
479, 2007-08-12 ,74.2989,9.4897,common minkie whale,1,,2007
480, 2007-08-12 ,74.4833333333333,8.15,common minkie whale,1,unknown,2007
481, 2007-08-12 ,74.4833333333333,7.61666666666667,common minkie whale,1,unknown,2007
482, 2007-08-12 ,74.4833333333333,7.26666666666667,common minkie whale,1,unknown,2007
483, 2007-08-12 ,74.4833333333333,7.71666666666667,common minkie whale,1,unknown,2007
484, 2007-08-12 ,74.4833333333333,7.73333333333333,common minkie whale,1,unknown,2007
485, 2007-08-12 ,74.4833333333333,7.96666666666667,common minkie whale,1,unknown,2007
486, 2007-08-12 ,74.4833333333333,7.43333333333333,common minkie whale,1,unknown,2007
487, 2007-08-12 ,74.4833333333333,8.06666666666667,common minkie whale,1,unknown,2007
488, 2007-08-12 ,74.2984,7.439,common minkie whale,1,,2007
489, 2007-08-12 ,74.2945,8.0984,common minkie whale,1,,2007
490, 2007-08-12 ,74.2985,7.5344,common minkie whale,1,,2007
491, 2007-08-12 ,74.2986,7.5834,common minkie whale,1,,2007
492, 2007-08-12 ,74.2996,7.1831,common minkie whale,1,,2007
493, 2007-08-12 ,74.2984,7.4193,common minkie whale,1,,2007
494, 2007-08-12 ,74.2984,7.4661,common minkie whale,1,,2007
495, 2007-08-12 ,74.2984,7.4726,common minkie whale,1,,2007
496, 2007-08-12 ,74.15,9.3,common minkie whale,1,unknown,2007
497, 2007-08-12 ,74.4833333333333,7.86666666666667,common minkie whale,1,unknown,2007
498, 2007-08-12 ,74.4833333333333,7.56666666666667,common minkie whale,1,unknown,2007
499, 2007-08-12 ,74.5,7.13333333333333,common minkie whale,1,unknown,2007
500, 2007-08-12 ,74.4833333333333,7.71666666666667,common minkie whale,1,unknown,2007
501, 2007-08-12 ,74.2991,7.2397,common minkie whale,1,,2007
502, 2007-08-12 ,74.2356,7.426,common minkie whale,1,,2007
503, 2007-08-12 ,74.2984,7.4264,common minkie whale,1,,2007
504, 2007-08-12 ,74.2986,7.3016,common minkie whale,1,,2007
505, 2007-08-12 ,74.2985,7.5213,common minkie whale,1,,2007
506, 2007-08-12 ,74.2989,7.2654,common minkie whale,1,,2007
507, 2007-08-12 ,74.2984,7.3765,common minkie whale,1,,2007
508, 2007-08-12 ,74.2984,7.4317,common minkie whale,1,,2007
509, 2007-08-12 ,74.4833333333333,7.78333333333333,common minkie whale,1,unknown,2007
510, 2007-08-12 ,74.5,7.2,common minkie whale,1,unknown,2007
511, 2007-08-12 ,74.4833333333333,7.78333333333333,common minkie whale,1,unknown,2007
512, 2007-08-12 ,74.4833333333333,7.86666666666667,common minkie whale,1,unknown,2007
513, 2007-08-12 ,74.4833333333333,7.35,common minkie whale,1,unknown,2007
514, 2007-08-12 ,74.4833333333333,9.8,common minkie whale,1,unknown,2007
515, 2007-08-13 ,74.5166666666667,12.85,common minkie whale,1,unknown,2007
516, 2007-08-13 ,74.5166666666667,12.8833333333333,common minkie whale,1,unknown,2007
517, 2007-08-13 ,74.3005,14.0627,common minkie whale,1,,2007
518, 2007-08-13 ,74.3086,12.3424,common minkie whale,1,,2007
519, 2007-08-13 ,74.3002,12.3345,common minkie whale,1,,2007
520, 2007-08-13 ,74.3005,14.0601,common minkie whale,1,,2007
521, 2007-08-13 ,74.3039,13.3828,common minkie whale,1,,2007
522, 2007-08-13 ,74.5166666666667,12.8666666666667,common minkie whale,1,unknown,2007
523, 2007-08-14 ,74.5211,15.3624,common minkie whale,1,,2007
524, 2007-08-14 ,74.5001,15.1408,common minkie whale,1,,2007
525, 2007-08-14 ,74.8333333333333,15.6833333333333,common minkie whale,1,unknown,2007
526, 2007-08-14 ,74.8,15.15,common minkie whale,1,unknown,2007
527, 2007-08-14 ,74.4995,17.436,common minkie whale,1,,2007
528, 2007-08-14 ,74.5234,15.3612,common minkie whale,1,,2007
529, 2007-08-14 ,74.2998,17.2576,common minkie whale,1,,2007
530, 2007-08-14 ,74.8166666666667,15.2333333333333,common minkie whale,1,unknown,2007
531, 2007-08-14 ,74.8,15.1,common minkie whale,1,unknown,2007
532, 2007-08-14 ,74.5173,15.3632,common minkie whale,1,,2007
533, 2007-08-14 ,74.5127,15.4439,common minkie whale,1,,2007
534, 2007-08-14 ,74.8333333333333,15.25,common minkie whale,1,unknown,2007
535, 2007-08-14 ,74.8333333333333,15.6333333333333,common minkie whale,1,unknown,2007
536, 2007-08-14 ,74.4804,15.0655,common minkie whale,1,,2007
537, 2007-08-14 ,74.8333333333333,15.2333333333333,common minkie whale,1,unknown,2007
538, 2007-08-14 ,74.8666666666667,15.3833333333333,common minkie whale,1,unknown,2007
539, 2007-08-14 ,74.5202,15.2366,common minkie whale,1,,2007
540, 2007-08-14 ,74.4983,15.1413,common minkie whale,1,,2007
541, 2007-08-14 ,74.5072,15.4177,common minkie whale,1,,2007
542, 2007-08-14 ,74.4743,17.501,common minkie whale,1,,2007
543, 2007-08-14 ,74.4853,15.0905,common minkie whale,1,,2007
544, 2007-08-14 ,74.5534,13.2192,common minkie whale,1,,2007
545, 2007-08-15 ,75.1093,12.4325,common minkie whale,1,,2007
546, 2007-08-16 ,75.0279,17.593,common minkie whale,1,,2007
547, 2007-08-16 ,75.1,16.9,common minkie whale,1,unknown,2007
548, 2007-08-26 ,75.4833333333333,18.9,common minkie whale,1,unknown,2007
549, 2007-08-26 ,74.0833333333333,19.5666666666667,common minkie whale,1,unknown,2007
550, 2007-08-26 ,74.418,21.3378,common minkie whale,1,,2007
551, 2007-08-26 ,75.5166666666667,18.7333333333333,common minkie whale,1,unknown,2007
552, 2007-08-26 ,75.5333333333333,18.6833333333333,common minkie whale,1,unknown,2007
553, 2007-08-26 ,75.5,18.8333333333333,common minkie whale,1,unknown,2007
554, 2007-08-26 ,74.1427,20.1186,common minkie whale,1,,2007
555, 2007-08-26 ,74.468,21.3104,common minkie whale,1,,2007
556, 2007-08-26 ,74.0313,21.1547,common minkie whale,1,,2007
557, 2007-08-26 ,74.1934,19.3915,common minkie whale,1,,2007
558, 2007-08-26 ,74.1389,20.1423,common minkie whale,1,,2007
559, 2007-08-26 ,74.1603,20.0083,common minkie whale,1,,2007
560, 2007-08-26 ,75.4833333333333,18.8833333333333,common minkie whale,1,unknown,2007
561, 2007-08-26 ,74.0666666666667,19.5833333333333,common minkie whale,1,unknown,2007
562, 2007-08-29 ,76.3665,14.3334,common minkie whale,1,,2007
563, 2007-08-29 ,76.5048,14.4279,common minkie whale,1,,2007
564, 2007-08-29 ,76.7,14.5,common minkie whale,1,unknown,2007
565, 2007-08-29 ,76.3956,14.3193,common minkie whale,1,,2007
566, 2007-08-29 ,76.6833333333333,14.5166666666667,common minkie whale,1,unknown,2007
567, 2007-08-29 ,76.7,14.5,common minkie whale,1,unknown,2007
568, 2007-08-30 ,74.5567,23.3614,common minkie whale,1,,2007
569, 2007-08-30 ,74.5995,23.3569,common minkie whale,1,,2007
570, 2007-08-30 ,75.15,23.4666666666667,common minkie whale,1,unknown,2007
571, 2007-08-30 ,75.0666666666667,23.5166666666667,common minkie whale,1,unknown,2007
572, 2007-08-30 ,75.05,23.5333333333333,common minkie whale,1,unknown,2007
573, 2007-08-30 ,75.05,23.5333333333333,common minkie whale,1,unknown,2007
574, 2007-08-30 ,75.1,23.5,common minkie whale,1,unknown,2007
575, 2007-08-30 ,75.0423,23.3183,common minkie whale,1,,2007
576, 2007-08-30 ,75.1333333333333,23.4833333333333,common minkie whale,1,unknown,2007
577, 2007-08-30 ,75.0525,23.3115,common minkie whale,1,,2007
578, 2007-08-30 ,74.5546,23.3545,common minkie whale,1,,2007
579, 2007-08-30 ,75.0666666666667,23.5166666666667,common minkie whale,1,unknown,2007
580, 2007-08-30 ,76.65,20.2166666666667,common minkie whale,1,unknown,2007
581, 2007-08-30 ,74.5152,23.3739,common minkie whale,1,,2007
582, 2007-08-30 ,75.0499,23.3132,common minkie whale,1,,2007
583, 2007-08-30 ,76.2611,19.1697,common minkie whale,1,,2007
584, 2007-08-30 ,74.5141,23.3746,common minkie whale,1,,2007
585, 2007-08-30 ,74.5662,23.3909,common minkie whale,1,,2007
586, 2007-08-30 ,74.584,23.3727,common minkie whale,1,,2007
587, 2007-08-30 ,75.0833333333333,23.5166666666667,common minkie whale,1,unknown,2007
588, 2007-08-30 ,75.1166666666667,23.5,common minkie whale,1,unknown,2007
589, 2007-08-30 ,76.8333333333333,20.0,common minkie whale,1,unknown,2007
590, 2007-09-05 ,77.4,25.75,common minkie whale,1,unknown,2007
591, 2007-09-05 ,77.05,25.0666666666667,common minkie whale,1,unknown,2007
592, 2007-09-05 ,77.4666666666667,26.0333333333333,common minkie whale,1,unknown,2007
593, 2007-09-06 ,78.923,10.461,common minkie whale,1,water,2007
594, 2007-09-11 ,78.2126,12.1742,common minkie whale,1,,2007
595, 2007-09-11 ,78.0351,12.1381,common minkie whale,1,,2007
596, 2007-09-11 ,78.1324,12.155,common minkie whale,1,,2007
597, 2007-09-11 ,78.1666666666667,11.2,common minkie whale,1,unknown,2007
598, 2007-09-11 ,78.05,12.2166666666667,common minkie whale,1,unknown,2007
599, 2007-09-11 ,78.2333333333333,12.2333333333333,common minkie whale,1,unknown,2007
600, 2007-09-11 ,78.1265,12.1576,common minkie whale,1,,2007
601, 2007-09-11 ,78.1833333333333,12.25,common minkie whale,1,unknown,2007
602, 2007-09-11 ,78.1074,11.1241,common minkie whale,1,,2007
603, 2007-09-11 ,78.25,10.25,common minkie whale,1,unknown,2007
604, 2007-09-11 ,78.2166666666667,12.25,common minkie whale,1,unknown,2007
605, 2007-09-11 ,78.1212,12.1564,common minkie whale,1,,2007
606, 2007-09-11 ,78.1155,12.1549,common minkie whale,1,,2007
607, 2007-09-11 ,78.1833333333333,12.25,common minkie whale,1,unknown,2007
608, 2007-09-11 ,78.1143,12.1545,common minkie whale,1,,2007
609, 2007-09-11 ,78.1833333333333,12.25,common minkie whale,1,unknown,2007
610, 2007-09-12 ,78.366,8.5331,common minkie whale,1,,2007
611, 2007-09-12 ,78.361,8.5516,common minkie whale,1,,2007
612, 2007-09-12 ,78.8,10.0666666666667,common minkie whale,1,unknown,2007
613, 2007-09-12 ,78.3687,8.5227,common minkie whale,1,,2007
614, 2007-09-12 ,78.5943,11.3072,common minkie whale,1,,2007
615, 2007-09-14 ,80.2496,6.2087,common minkie whale,1,,2007
616, 2007-09-14 ,80.4333333333333,8.11666666666667,common minkie whale,1,unknown,2007
617, 2007-09-15 ,80.2174,12.0424,common minkie whale,1,,2007
618, 2007-09-15 ,80.35,12.0666666666667,common minkie whale,1,unknown,2007
619, 2007-09-15 ,80.35,12.0666666666667,common minkie whale,1,unknown,2007
620, 2007-09-15 ,80.35,12.0833333333333,common minkie whale,1,unknown,2007
621, 2007-09-15 ,80.1648,12.2745,common minkie whale,1,,2007
622, 2007-09-15 ,80.05,11.2333333333333,common minkie whale,1,unknown,2007
623, 2007-09-15 ,80.1273,12.4465,common minkie whale,1,,2007
624, 2007-09-15 ,80.4166666666667,11.8,common minkie whale,1,unknown,2007
625, 2007-09-15 ,80.1615,12.2898,common minkie whale,1,,2007
626, 2007-09-15 ,80.2154,12.0504,common minkie whale,1,,2007
627, 2007-09-15 ,79.4715,9.2359,common minkie whale,1,,2007
628, 2007-09-15 ,80.1649,12.2743,common minkie whale,1,,2007
629, 2007-09-15 ,80.3833333333333,11.95,common minkie whale,1,unknown,2007
630, 2007-09-15 ,80.4166666666667,11.8,common minkie whale,1,unknown,2007
631, 2007-09-15 ,80.35,12.0666666666667,common minkie whale,1,unknown,2007
632, 2007-09-15 ,80.4,11.85,common minkie whale,1,unknown,2007
633, 2007-09-15 ,80.1383,12.3965,common minkie whale,1,,2007
634, 2007-09-15 ,80.1566,12.3127,common minkie whale,1,,2007
635, 2007-09-19 ,78.1333333333333,12.4,common minkie whale,1,unknown,2007
636, 2007-09-19 ,78.1333333333333,12.5166666666667,common minkie whale,1,unknown,2007
637, 2007-09-19 ,78.0861,12.0355,common minkie whale,1,,2007
638, 2007-09-19 ,78.0837,12.2435,common minkie whale,1,,2007
639, 2007-09-19 ,78.1333333333333,12.05,common minkie whale,1,unknown,2007
640, 2007-09-19 ,78.0843,12.3167,common minkie whale,1,,2007
641, 2007-09-22 ,74.35,37.3166666666667,common minkie whale,1,unknown,2007
642, 2007-09-22 ,74.2107,37.1962,common minkie whale,1,,2007
643, 2007-09-24 ,78.3043,25.5314,common minkie whale,1,,2007
644, 2007-09-24 ,78.5,25.8833333333333,common minkie whale,1,unknown,2007
645, 2007-09-24 ,78.8333333333333,25.7333333333333,common minkie whale,1,unknown,2007
646, 2007-09-24 ,78.8833333333333,25.7166666666667,common minkie whale,1,unknown,2007
647, 2007-09-24 ,79.2187,28.4819,common minkie whale,1,,2007
